City_ID,City,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
228,Orvieto,2022-08-10 04:22:00,42.7195,12.1116,68.27,77,1,6.11,clear sky
229,Halifax,2022-08-10 04:21:01,44.6453,-63.5724,64.47,91,98,9.22,overcast clouds
230,Airai,2022-08-10 04:22:01,-8.9266,125.4092,74.55,48,26,4.99,scattered clouds
231,Rockport,2022-08-10 04:22:01,28.0206,-97.0544,86.02,82,0,11.5,clear sky
232,Zapolyarnyy,2022-08-10 04:22:02,69.4154,30.8136,54.68,87,100,4.21,overcast clouds
233,Guiratinga,2022-08-10 04:22:02,-16.3494,-53.7583,61.88,89,100,9.1,overcast clouds
234,Karratha,2022-08-10 04:22:02,-20.7377,116.8463,76.87,24,0,13.2,clear sky
235,Ambulu,2022-08-10 04:22:03,-8.345,113.6058,84.38,67,86,7.78,overcast clouds
236,Asau,2022-08-10 04:22:03,46.4333,26.4,60.28,98,100,4.41,overcast clouds
237,Sioux Lookout,2022-08-10 04:22:04,50.1001,-91.917,62.67,72,0,8.05,clear sky
238,Kattivakkam,2022-08-10 04:22:04,13.2167,80.3167,91.49,64,76,21.43,broken clouds
239,Isangel,2022-08-10 04:22:05,-19.55,169.2667,72.45,71,92,17.38,overcast clouds
240,Lake Havasu City,2022-08-10 04:20:58,34.4839,-114.3224,95.0,38,0,4.61,clear sky
241,Yazoo City,2022-08-10 04:22:05,32.8551,-90.4056,75.7,98,91,5.26,overcast clouds
242,Berlevag,2022-08-10 04:17:17,70.8578,29.0864,53.6,82,100,5.75,overcast clouds
243,Camopi,2022-08-10 04:22:06,3.1655,-52.3158,71.04,99,47,2.3,scattered clouds
244,Offa,2022-08-10 04:22:06,8.15,4.7167,72.39,94,100,6.49,overcast clouds
245,Vila Velha,2022-08-10 04:22:06,-20.3297,-40.2925,71.55,88,40,6.91,scattered clouds
246,Dzilam Gonzalez,2022-08-10 04:22:07,21.2833,-88.9333,73.63,97,100,2.01,overcast clouds
247,Hvide Sande,2022-08-10 04:22:07,56.0045,8.1294,56.08,83,99,5.03,overcast clouds
248,Vardo,2022-08-10 04:22:08,70.3705,31.1107,53.58,87,100,8.05,overcast clouds
249,Chuy,2022-08-10 04:22:08,-33.6971,-53.4616,45.7,79,0,6.67,clear sky
250,Avera,2022-08-10 04:22:08,33.194,-82.5271,76.55,73,99,2.15,overcast clouds
251,Daigo,2022-08-10 04:22:09,36.7667,140.35,92.46,53,98,6.11,overcast clouds
252,Asyut,2022-08-10 04:22:10,27.181,31.1837,83.59,38,0,9.95,clear sky
253,Nanortalik,2022-08-10 04:22:10,60.1432,-45.2371,41.85,91,89,12.24,overcast clouds
254,Kloulklubed,2022-08-10 04:22:11,7.0419,134.2556,84.7,69,79,11.34,broken clouds
255,Erenhot,2022-08-10 04:22:11,43.6475,111.9767,88.99,23,2,11.34,clear sky
256,Mount Gambier,2022-08-10 04:22:11,-37.8333,140.7667,53.1,66,100,12.82,overcast clouds
257,Solenzo,2022-08-10 04:22:12,12.1833,-4.0833,73.38,93,100,4.68,overcast clouds
258,Henties Bay,2022-08-10 04:22:12,-22.116,14.2845,52.32,94,7,4.99,clear sky
259,Tiksi,2022-08-10 04:22:13,71.6872,128.8694,59.86,54,51,14.03,broken clouds
260,Jalu,2022-08-10 04:22:13,29.0331,21.5482,78.24,60,0,9.13,clear sky
261,Rio Grande,2022-08-10 04:22:13,-32.035,-52.0986,47.95,75,100,15.1,overcast clouds
262,Remedios,2022-08-10 04:22:14,22.4947,-79.5458,79.72,88,68,12.08,broken clouds
263,Oranzherei,2022-08-10 04:22:14,45.8476,47.5663,81.68,36,1,9.19,clear sky
264,Vostok,2022-08-10 04:22:15,46.4856,135.8833,75.56,35,50,11.86,scattered clouds
265,Martaban,2022-08-10 04:22:15,16.5314,97.6111,80.08,83,100,7.94,overcast clouds
266,Wheatley,2022-08-10 04:22:15,51.7473,-1.1394,58.05,83,13,1.14,few clouds
267,Amahai,2022-08-10 04:22:16,-3.3333,128.9167,80.42,80,63,5.3,broken clouds
268,Guerrero Negro,2022-08-10 04:22:16,27.9769,-114.0611,74.32,74,56,11.9,broken clouds
269,Manali,2022-08-10 04:22:17,13.1667,80.2667,91.49,64,75,20.96,broken clouds
270,Lancaster,2022-08-10 04:23:17,40.2504,-76.2499,76.44,84,0,3.76,clear sky
271,Hofn,2022-08-10 04:23:17,64.2539,-15.2082,52.05,92,91,10.92,overcast clouds
272,Namibe,2022-08-10 04:23:18,-15.1961,12.1522,62.04,90,40,3.04,scattered clouds
273,Zhigansk,2022-08-10 04:23:18,66.7697,123.3711,66.76,52,6,10.92,clear sky
274,Ambon,2022-08-10 04:23:19,-3.6954,128.1814,87.94,66,40,3.44,scattered clouds
275,Tuburan,2022-08-10 04:23:19,6.6439,122.2736,87.89,74,96,4.97,overcast clouds
276,Wasilla,2022-08-10 04:20:41,61.5814,-149.4394,54.95,89,100,3.44,overcast clouds
277,Margate,2022-08-10 04:23:20,51.3813,1.3862,65.7,91,13,3.0,few clouds
278,Salalah,2022-08-10 04:23:20,17.0151,54.0924,75.29,100,100,5.75,light intensity drizzle
279,Cepu,2022-08-10 04:23:20,-7.1475,111.5906,90.73,48,74,6.89,broken clouds
280,Oron,2022-08-10 04:23:21,4.8256,8.2343,74.39,94,100,1.68,overcast clouds
281,Wanning,2022-08-10 04:23:21,18.8003,110.3967,76.44,95,100,7.02,moderate rain
282,Bandarbeyla,2022-08-10 04:23:21,9.4942,50.8122,80.96,62,94,26.55,overcast clouds
283,High Rock,2022-08-10 04:23:22,26.6208,-78.2833,83.95,73,4,13.47,clear sky
284,Tessalit,2022-08-10 04:23:22,20.1986,1.0114,82.96,49,99,10.98,overcast clouds
285,Geraldton,2022-08-10 04:23:23,-28.7667,114.6,63.01,63,40,9.22,scattered clouds
286,Ladario,2022-08-10 04:23:23,-19.0047,-57.6017,54.28,82,1,3.06,clear sky
287,Pietrasanta,2022-08-10 04:23:23,43.9522,10.2248,77.05,60,0,6.73,clear sky
288,Zhicheng,2022-08-10 04:23:24,30.2956,111.5047,98.38,43,100,8.39,overcast clouds
289,Redmond,2022-08-10 04:21:53,47.674,-122.1215,74.88,72,60,2.28,broken clouds
290,Catamarca,2022-08-10 04:23:24,-28.4696,-65.7852,47.52,57,6,9.84,clear sky
291,Paita,2022-08-10 04:23:25,-5.0892,-81.1144,62.74,85,51,10.85,broken clouds
292,Verkhoyansk,2022-08-10 04:23:25,67.5447,133.385,72.88,40,0,6.08,clear sky
293,Camacha,2022-08-10 04:23:25,33.0833,-16.3333,67.42,73,20,14.97,few clouds
294,Olga,2022-08-10 04:23:26,43.7444,135.2892,77.54,52,0,8.23,clear sky
295,San Quintin,2022-08-10 04:23:26,30.4833,-115.95,73.71,76,5,6.49,clear sky
296,Cidreira,2022-08-10 04:23:27,-30.1811,-50.2056,54.95,89,100,12.01,moderate rain
297,Klaipeda,2022-08-10 04:23:27,55.7172,21.1175,53.65,79,0,5.01,clear sky
298,Dzhebariki-Khaya,2022-08-10 04:23:27,62.2167,135.8,66.4,74,100,2.35,overcast clouds
299,Madimba,2022-08-10 04:23:28,-10.4,40.3333,70.36,83,84,3.94,light rain
300,Cottonwood,2022-08-10 04:23:28,34.7392,-112.0099,78.64,67,17,6.2,few clouds
301,Semnan,2022-08-10 04:23:29,35.5729,53.3971,85.84,35,0,2.3,clear sky
302,Burnie,2022-08-10 04:23:29,-41.0667,145.9167,51.94,65,84,11.48,broken clouds
303,Male,2022-08-10 04:22:18,4.1748,73.5089,81.25,77,88,8.12,overcast clouds
304,Bilibino,2022-08-10 04:23:29,68.0546,166.4372,68.04,72,97,11.16,light rain
305,San Dona Di Piave,2022-08-10 04:23:30,45.6317,12.5694,73.81,58,0,5.84,clear sky
306,Aljezur,2022-08-10 04:23:30,37.3191,-8.8033,61.68,92,0,2.53,clear sky
307,Killybegs,2022-08-10 04:23:31,54.6333,-8.45,56.52,83,26,4.72,scattered clouds
308,Muromtsevo,2022-08-10 04:23:31,56.3724,75.2418,72.41,62,66,6.46,broken clouds
309,Umea,2022-08-10 04:23:31,63.8284,20.2597,59.92,94,20,1.14,light intensity drizzle
310,Mehamn,2022-08-10 04:23:32,71.0357,27.8492,53.55,76,75,4.61,broken clouds
311,Kovdor,2022-08-10 04:23:32,67.5662,30.4758,53.33,93,100,7.34,overcast clouds
312,Nicoya,2022-08-10 04:23:33,10.1483,-85.452,75.45,91,99,2.39,overcast clouds
313,Codrington,2022-08-10 04:23:33,-38.2667,141.9667,55.15,62,100,16.31,overcast clouds
314,Takestan,2022-08-10 04:23:33,36.0696,49.6959,69.93,71,14,10.04,few clouds
315,Taga,2022-08-10 04:23:34,46.95,24.05,63.32,95,12,3.6,few clouds
316,Carnarvon,2022-08-10 04:23:34,-24.8667,113.6333,64.6,45,11,18.03,few clouds
317,Yar-Sale,2022-08-10 04:23:35,66.8333,70.8333,57.15,52,7,12.66,clear sky
318,Caravelas,2022-08-10 04:24:35,-17.7125,-39.2481,69.19,85,25,5.97,light rain
319,Souillac,2022-08-10 04:24:36,-20.5167,57.5167,68.38,73,75,16.11,broken clouds
320,Aquiraz,2022-08-10 04:24:36,-3.9014,-38.3911,77.09,87,16,9.44,few clouds
321,Provideniya,2022-08-10 04:24:36,64.3833,-173.3,50.36,87,75,18.01,broken clouds
322,Wittmund,2022-08-10 04:24:37,53.5667,7.7833,61.03,98,96,4.29,overcast clouds
323,Chokurdakh,2022-08-10 04:24:37,70.6333,147.9167,66.61,42,3,9.33,clear sky
324,Chicama,2022-08-10 04:24:38,-7.8447,-79.1469,59.54,85,21,4.74,few clouds
325,Katsuura,2022-08-10 04:24:38,35.1333,140.3,84.81,77,55,20.58,broken clouds
326,Mandalgovi,2022-08-10 04:24:24,45.7625,106.2708,73.9,40,56,8.28,broken clouds
327,Fairbanks,2022-08-10 04:20:51,64.8378,-147.7164,55.36,65,40,6.91,scattered clouds
328,Payson,2022-08-10 04:24:39,40.0444,-111.7321,83.68,30,0,9.22,clear sky
329,Vangaindrano,2022-08-10 04:24:39,-23.35,47.6,67.68,80,90,8.86,overcast clouds
330,Kimbe,2022-08-10 04:24:39,-5.5502,150.1429,82.47,81,98,2.35,moderate rain
331,Nyurba,2022-08-10 04:24:40,63.2842,118.3319,69.26,49,21,5.41,few clouds
332,Helong,2022-08-10 04:24:40,42.5397,128.9972,82.4,33,2,12.66,clear sky
333,Thinadhoo,2022-08-10 04:24:41,0.5333,72.9333,81.61,72,48,4.85,scattered clouds
334,Ponnani,2022-08-10 04:24:41,10.767,75.9252,79.92,85,100,10.94,overcast clouds
335,Piet Retief,2022-08-10 04:24:41,-27.0071,30.8132,44.04,83,0,4.65,clear sky
336,Berdigestyakh,2022-08-10 04:24:42,62.0989,126.6992,70.93,51,24,10.22,few clouds
337,Manglaur,2022-08-10 04:24:42,29.8,77.8667,90.7,60,39,7.05,scattered clouds
338,Abnub,2022-08-10 04:24:43,27.2696,31.1511,83.32,40,0,9.75,clear sky
339,Shimoda,2022-08-10 04:24:43,34.6667,138.95,93.11,78,94,13.69,overcast clouds
340,Nurobod,2022-08-10 04:24:44,40.9056,69.8023,79.75,33,74,2.68,broken clouds
341,Uribia,2022-08-10 04:24:44,11.7139,-72.266,82.18,75,91,16.82,overcast clouds
342,Yashkul,2022-08-10 04:24:44,46.1711,45.3435,83.39,28,0,3.78,clear sky
343,Riviere-Au-Renard,2022-08-10 04:24:45,48.9957,-64.3971,50.29,76,0,2.44,clear sky
344,Vila Franca Do Campo,2022-08-10 04:24:45,37.7167,-25.4333,66.61,81,11,4.92,few clouds
345,Marakkanam,2022-08-10 04:24:46,12.2,79.95,85.62,56,95,6.69,overcast clouds
346,Puerto Santander,2022-08-10 04:24:46,8.3636,-72.4063,80.01,94,94,1.45,overcast clouds
347,Kaniama,2022-08-10 04:24:46,-7.5667,24.1833,67.26,37,11,4.65,few clouds
348,Meulaboh,2022-08-10 04:24:47,4.1363,96.1285,84.11,66,98,1.57,overcast clouds
349,Peniche,2022-08-10 04:24:47,39.3558,-9.3811,65.28,92,5,4.63,clear sky
350,Ilo,2022-08-10 04:24:47,-17.6394,-71.3375,59.47,82,60,2.1,broken clouds
351,Alofi,2022-08-10 04:24:48,-19.0595,-169.9187,78.69,73,7,8.05,clear sky
352,Belyy Yar,2022-08-10 04:24:48,53.6039,91.3903,76.89,50,0,4.47,clear sky
353,Lorengau,2022-08-10 04:24:48,-2.0226,147.2712,84.25,71,48,7.2,scattered clouds
354,Sao Mateus,2022-08-10 04:24:49,-18.7161,-39.8589,69.15,86,87,6.76,overcast clouds
355,Abha,2022-08-10 04:24:49,18.2164,42.5053,64.22,94,0,0.0,clear sky
356,Mareeba,2022-08-10 04:24:50,-17.0,145.4333,77.43,54,3,8.66,clear sky
357,Conway,2022-08-10 04:20:51,35.0887,-92.4421,78.78,87,13,3.67,few clouds
358,Southbridge,2022-08-10 04:24:50,42.0751,-72.0334,73.29,92,24,4.27,few clouds
359,Lavrentiya,2022-08-10 04:24:51,65.5833,-171.0,50.49,63,94,11.95,overcast clouds
360,Warmbad,2022-08-10 04:24:51,-28.45,18.7333,53.85,42,4,4.41,clear sky
361,Mandiana,2022-08-10 04:24:52,10.6333,-8.6833,71.1,98,98,4.12,moderate rain
362,Pitimbu,2022-08-10 04:24:52,-7.4706,-34.8086,70.39,82,3,10.83,clear sky
363,Nome,2022-08-10 04:25:52,64.5011,-165.4064,53.17,76,20,10.36,few clouds
364,Puerto Maldonado,2022-08-10 04:25:53,-12.6,-69.1833,64.81,77,100,7.36,overcast clouds
365,Patiya,2022-08-10 04:25:53,22.2931,91.9762,84.15,89,100,19.57,light rain
366,Xinxiang,2022-08-10 04:25:53,35.3089,113.8672,78.35,69,97,4.25,overcast clouds
367,Maniitsoq,2022-08-10 04:25:54,65.4167,-52.9,41.02,93,100,5.46,overcast clouds
368,Leningradskiy,2022-08-10 04:25:54,69.3833,178.4167,49.48,74,100,4.99,light rain
369,Kargasok,2022-08-10 04:25:55,59.0556,80.8572,76.24,55,15,5.57,few clouds
370,Kambove,2022-08-10 04:25:55,-10.8764,26.5969,54.7,46,0,4.0,clear sky
371,Richards Bay,2022-08-10 04:25:55,-28.783,32.0377,61.9,86,0,9.01,clear sky
372,Dunedin,2022-08-10 04:21:14,-45.8742,170.5036,45.81,60,76,8.99,broken clouds
373,Lloydminster,2022-08-10 04:25:33,53.2835,-110.0016,57.42,72,75,5.75,broken clouds
374,Nara,2022-08-10 04:22:57,34.6851,135.8049,97.97,34,87,8.7,overcast clouds
375,Colombo,2022-08-10 04:20:58,6.9319,79.8478,81.09,75,91,8.95,overcast clouds
376,Bonthe,2022-08-10 04:25:56,7.5264,-12.505,75.4,91,100,6.35,light rain
377,Yiyang,2022-08-10 04:25:57,28.5892,112.3283,98.55,37,95,6.87,overcast clouds
378,San Juan,2022-08-10 04:22:25,-31.5375,-68.5364,48.29,37,43,4.94,scattered clouds
379,Jumla,2022-08-10 04:25:57,29.2747,82.1838,73.29,73,100,3.36,overcast clouds
380,Tombouctou,2022-08-10 04:25:57,20.0,-3.0,86.85,46,55,16.64,broken clouds
381,Lasa,2022-08-10 04:25:58,46.6166,10.7002,61.68,89,10,1.72,clear sky
382,Eureka,2022-08-10 04:25:58,40.8021,-124.1637,64.74,87,18,2.37,few clouds
383,Guarapari,2022-08-10 04:25:59,-20.6667,-40.4975,70.9,92,51,9.13,broken clouds
384,Saint-Pierre,2022-08-10 04:25:59,-21.3393,55.4781,68.92,63,20,26.46,few clouds
385,Souris,2022-08-10 04:25:59,49.6172,-100.2612,57.74,66,0,4.54,clear sky
386,Zaragoza,2022-08-10 04:23:05,41.6561,-0.8773,79.02,62,0,3.44,clear sky
387,Port Said,2022-08-10 04:26:00,31.2565,32.2841,80.31,71,0,6.4,clear sky
388,San Lawrenz,2022-08-10 04:26:00,36.0553,14.204,78.85,87,1,6.96,clear sky
389,Hurricane,2022-08-10 04:26:01,37.1753,-113.2899,82.02,61,99,8.21,overcast clouds
390,Kaeo,2022-08-10 04:26:01,-35.1,173.7833,60.33,59,36,3.22,scattered clouds
391,Puerto Colombia,2022-08-10 04:26:02,10.9878,-74.9547,82.49,84,12,20.8,few clouds
392,Ayr,2022-08-10 04:25:04,55.4627,-4.6339,57.31,87,11,2.3,few clouds
393,Staryy Nadym,2022-08-10 04:26:02,65.6118,72.6842,58.73,49,61,11.25,broken clouds
394,Lengshuitan,2022-08-10 04:26:02,26.4111,111.5956,96.08,41,22,5.12,few clouds
395,Mirabad,2022-08-10 04:26:03,30.4362,61.8383,90.01,18,47,29.93,scattered clouds
396,Catuday,2022-08-10 04:26:03,16.2923,119.8062,80.85,79,100,13.69,overcast clouds
397,Manoel Urbano,2022-08-10 04:26:04,-8.8389,-69.2597,72.3,96,75,6.6,light rain
398,Tyukhtet,2022-08-10 04:21:17,56.5389,89.3011,73.06,55,9,3.06,clear sky
399,Majene,2022-08-10 04:26:04,-3.5403,118.9707,80.35,78,93,9.64,overcast clouds
400,Normandin,2022-08-10 04:26:04,48.8333,-72.5321,55.71,93,0,0.0,clear sky
401,Saint-Augustin,2022-08-10 04:26:05,51.226,-58.6502,57.25,83,23,2.71,few clouds
402,Indiaroba,2022-08-10 04:26:05,-11.5192,-37.5117,68.09,86,8,1.95,clear sky
403,Sisimiut,2022-08-10 04:26:06,66.9395,-53.6735,39.79,92,99,4.23,overcast clouds
404,Mocsa,2022-08-10 04:26:06,47.67,18.185,62.55,64,21,4.25,few clouds
405,Riedlingen,2022-08-10 04:26:07,48.1545,9.4756,60.26,90,0,7.52,clear sky
406,Solton,2022-08-10 04:26:07,52.8429,86.4787,69.13,74,98,4.36,overcast clouds
407,Lebu,2022-08-10 04:26:07,-37.6167,-73.65,47.35,80,100,8.48,overcast clouds
408,Awjilah,2022-08-10 04:26:08,29.1081,21.2869,77.58,68,0,8.95,clear sky
409,Ihosy,2022-08-10 04:27:08,-22.4,46.1167,54.3,93,28,4.45,scattered clouds
410,Baijiantan,2022-08-10 04:27:09,45.6333,85.1833,88.16,29,99,6.98,overcast clouds
411,Narsaq,2022-08-10 04:27:09,60.9167,-46.05,46.62,77,100,1.19,overcast clouds
412,Shepsi,2022-08-10 04:27:10,44.0361,39.1489,75.79,54,0,3.98,clear sky
413,Kaspiyskiy,2022-08-10 04:27:10,45.3929,47.3707,81.72,40,1,8.14,clear sky
414,San Patricio,2022-08-10 04:27:10,28.017,-97.5169,85.86,71,12,10.71,few clouds
415,Te Anau,2022-08-10 04:27:11,-45.4167,167.7167,43.21,75,53,2.73,broken clouds
416,Trincomalee,2022-08-10 04:27:11,8.5711,81.2335,84.87,62,98,19.75,overcast clouds
417,Wattegama,2022-08-10 04:27:12,6.7989,81.4808,87.26,43,95,5.53,overcast clouds
418,Aktash,2022-08-10 04:27:12,50.3,87.7333,59.77,52,64,1.61,broken clouds
419,Pasni,2022-08-10 04:27:12,25.2631,63.471,86.95,65,62,5.73,broken clouds
420,Ajdabiya,2022-08-10 04:27:13,30.7554,20.2263,77.23,80,0,7.34,clear sky
421,Buraydah,2022-08-10 04:27:13,26.326,43.975,90.05,17,6,6.91,clear sky
422,Itacare,2022-08-10 04:27:14,-14.2775,-38.9967,68.18,82,26,0.51,scattered clouds
423,Asfi,2022-08-10 04:27:14,32.2994,-9.2372,67.28,88,0,8.61,clear sky
424,Motihari,2022-08-10 04:27:14,26.65,84.9167,89.64,59,82,22.32,broken clouds
425,Pilar Do Sul,2022-08-10 04:27:15,-23.8131,-47.7164,60.76,98,100,7.96,moderate rain
426,Nyuzen,2022-08-10 04:27:15,36.9333,137.5,94.93,68,81,8.86,broken clouds
427,North Bend,2022-08-10 04:26:06,43.4065,-124.2243,62.51,88,100,6.91,overcast clouds
428,Matay,2022-08-10 04:27:16,28.419,30.7792,79.81,59,0,11.54,clear sky
429,Korla,2022-08-10 04:27:16,41.7597,86.1469,95.11,19,28,17.98,scattered clouds
430,Pidhaytsi,2022-08-10 04:27:16,49.2685,25.1334,55.96,88,99,3.27,overcast clouds
431,Vredendal,2022-08-10 04:27:17,-31.6683,18.5012,48.58,89,100,0.92,overcast clouds
432,Mackay,2022-08-10 04:27:17,-21.15,149.2,74.68,63,3,15.37,clear sky
433,Sambava,2022-08-10 04:27:18,-14.2667,50.1667,68.65,79,46,13.91,light rain
434,Los Llanos De Aridane,2022-08-10 04:27:18,28.6585,-17.9182,68.13,72,100,12.66,overcast clouds
435,Umarkot,2022-08-10 04:27:19,25.3616,69.7362,89.02,64,100,8.68,overcast clouds
436,Vila,2022-08-10 04:27:19,42.0304,-8.1588,65.7,66,0,3.27,clear sky
437,Wagar,2022-08-10 04:27:19,16.1525,36.2032,79.7,74,98,13.31,overcast clouds
438,Naze,2022-08-10 04:27:20,28.3667,129.4833,86.92,70,22,8.1,few clouds
439,Sangin,2022-08-10 04:27:20,32.0728,64.8359,94.12,13,0,10.31,clear sky
440,Alyangula,2022-08-10 04:27:21,-13.8483,136.4192,79.81,67,3,4.68,clear sky
441,Aksehir,2022-08-10 04:27:21,38.3575,31.4164,68.97,67,4,3.4,clear sky
442,Tiznit,2022-08-10 04:27:22,29.5833,-9.5,66.81,77,0,2.06,clear sky
443,Zabid,2022-08-10 04:27:22,14.1951,43.3152,83.64,76,100,5.44,overcast clouds
444,Severnyy,2022-08-10 04:27:22,50.677,36.5532,64.44,94,83,8.95,broken clouds
445,Piacabucu,2022-08-10 04:27:23,-10.4056,-36.4344,71.47,82,11,4.63,few clouds
446,Maceio,2022-08-10 04:27:23,-9.6658,-35.7353,72.84,88,40,2.3,scattered clouds
447,Houston,2022-08-10 04:23:55,29.7633,-95.3633,85.37,77,0,9.22,clear sky
448,Olinda,2022-08-10 04:27:24,-8.0089,-34.8553,73.13,83,40,4.61,scattered clouds
449,Pierre,2022-08-10 04:27:24,44.3683,-100.351,79.86,64,0,4.0,clear sky
450,Eston,2022-08-10 04:27:24,51.1501,-108.7514,63.91,41,22,10.45,few clouds
451,Maracacume,2022-08-10 04:27:25,-2.0428,-45.9592,71.46,97,37,2.98,scattered clouds
452,Shirokiy,2022-08-10 04:27:25,49.758,129.523,58.21,86,100,11.86,overcast clouds
453,Mildura,2022-08-10 04:27:26,-34.2,142.15,57.07,55,100,20.02,overcast clouds
454,Sitka,2022-08-10 04:27:26,57.0531,-135.33,58.89,67,100,10.36,overcast clouds
455,Bodden Town,2022-08-10 04:27:26,19.2833,-81.25,78.93,92,100,10.31,overcast clouds
456,Coihaique,2022-08-10 04:28:27,-45.5752,-72.0662,42.75,75,75,4.61,broken clouds
457,Paamiut,2022-08-10 04:28:27,61.994,-49.6678,42.1,87,99,6.31,overcast clouds
458,Quimper,2022-08-10 04:28:28,48.0,-4.1,63.18,77,0,6.91,clear sky
459,Kiruna,2022-08-10 04:23:44,67.8557,20.2251,49.12,87,40,4.61,scattered clouds
